Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1342.840228,,,,,,,,,,,,,,,,,,,,1389.280892,1442.334767,1450.882185,1432.153896,1456.443946,1451.289668,1456.020762,1485.241286,1495.496683,1461.159425,1470.066839,1459.287863,1500.898836,1483.151557,1552.304748,1531.897168,1523.428067,1552.665745,1553.118363,1560.421581,1599.674434,1585.436718,1580.409294,1659.371507,1719.335272,1748.870932,1770.957682,1749.370918,1825.105661,1917.219055,2005.797828,1888.726229,1937.479604,1928.122319,1918.4847,2105.483797,1963.104692,1972.190752,1936.143324,2042.699344,2002.597099,2012.249641,2051.096777,2158.644869,2119.268463,2170.779631,2155.681197,2136.162401,2154.078879,2258.203408,2334.665527,2325.923787,2438.772785,2406.435067,2456.168799,2477.374707,2502.659199,2406.951515,2476.023522,2534.102241,2576.336971,2581.466882,2652.977235,2726.010121,2713.385012,2703.704117,2780.974127,2854.277886,2851.247274,2867.959256,3019.691385,3061.961908,3117.148583,3158.459831,3197.160695,3337.283533,3420.795543,3458.179992,3470.750922,3575.262938,3658.237189,3769.445631,3819.264098,4006.014741,4054.335228,4084.602074,4158.250847,4267.164636,4353.485947,4470.214692,4553.021692,4745.567137,4697.104871,4826.630959,5077.925114,4673.392476,4819.936019,4485.63989,4295.374631,4799.781545,4970.960245,4770.643884,5201.835877,5699.375084,5668.597216,5488.313138,5770.844433,5854.203474,6022.469305,6395.751584,6739.153749,6771.396232,6540.174892,6702.299852,6852.672068,6960.341036,7090.482442,7219.212385,7348.557215,7652.70623,6541.899084,5855.933568,5933.928303,6521.290512,7125.279337,6520.796107,7445.190579,7788.25117,7925.427046,8403.50354,8996.05428,8999.384064,9035.665813,9485.175355,9601.582128,9645.665818,9715.123324,10416.30574,10600.50339,11325.13291,11569.47603,12242.19123,12831.70507,12828.00723,13937.78018,14476.64509,14769.04015,15155.33531,15706.49227,16649.14337,16877.41804,17230.20387,18059.77757,18627.44319,18392.36683,18242.49434,19400.16488,19679.76083,19934.75904,20617.91348,20529.07805,20379.18551,21037.6519,21610.8931,22601.41001,23592.44831,24451.45404,24524.77548,24831.14472,24914.52275,25208.56372,25503.73772,25956.18667,25882.22855,27258.05648,27985.58975,28655.63305,29490.37328,30058.99069,30767.674,31805.53531,31964.40054,32039.00819,32089.73518,32694.60147,33626,34664.66575,35124.41022,34636.3942,32670.05726,33207.92135
Djibouti,380.73,,,,,,,,,,,,,,,,,,,,380.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576.101385,2655.011623,2669.529475,2705.478727,2786.750325,2803.229465,2836.842711,2864.969076,2859.639249,2939.926685,3043.199351,3063.207887,3020.989263,3047.409151,3019.733192,3013.921482,3025.893896,3020.050513,2999.577888,2992.698291,3554.430339,3679.338897,3694.212352,3753.600355,3573.207788,3548.186149,3700.949551,3081.761022,2961.741755,2898.726345,2853.843632,2875.043889,2879.468067,2821.914538,3094.982574,3020.745324,2949.02455,2880.102568,2742.923331,2580.681929,2487.042704,2438.600825,2377.156192,2231.573319,2159.36327,2052.059532,1927.089862,1895.016984,1875.743738,1901.11637,1894.037631,1899.259446,1908.260867,1931.595841,1942.687362,1964,2008.397906,2058.872296,2125.610608,2176.785195,2219.466955
Dominica,688.1207822,,,,,,,,,,,,,,,,,,,,688.1207822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.617229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.919703,,,,,,,,,,,,,,,,,,,,2747.607712,2922.623597,3118.605232,3355.959573,3539.523781,3603.110019,3793.802207,3826.798555,4205.954461,3380.268723,3831.261,4280.580594,4464.062704,4610.535062,4900.183909,5003.793817,5403.887657,5870.543047,6437.654989,6459.554259,6841.111403,6867.480535,7151.025349,7127.182742,7221.38908,7358.969664,7617.7835,7812.128116,8066.903244,8127.279017,8189.157681,7891.851162,7586.312521,7759.707904,8269.527643,8576,8935.273283,9109.586866,9349.984797,9321.577012,9411.995701
Dominican Rep.,426.2991145,,,,,,,,,,,,,,,,,,,,426.2991145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0540838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.059952,1331.030645,1397.717137,1338.340514,1371.03541,1409.772077,1501.652565,1544.402995,1573.200289,1530.129494,1552.737916,1468.139018,1662.137359,1713.09531,1769.272036,1500.696072,1649.861264,1653.723003,1607.656829,1731.828269,1861.467559,2002.267507,2189.874499,2390.390311,2463.570039,2516.957994,2620.535772,2681.9889,2679.330531,2728.980628,2827.314421,2876.101005,2861.092386,2920.911032,2865.088519,2732.754636,2754.833472,2899.842175,2859.224666,3157.726371,2948.11981,2914.58352,3044.214214,3052.481223,3131.673474,3218.489898,3392.578198,3614.101285,3815.330997,4055.132693,4350.080121,4437.995019,4563.808154,4620.817712,4838.658165,5173,5643.657068,6034.933391,6261.834797,6387.552752,6761.118684
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,1085.125019,,,,,,,,,,,,,,,,,,,,1085.125019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280.275794,2377.515508,2319.070809,2384.454668,2619.623282,2584.659075,2530.617699,2760.502455,2980.448902,3296.7623,3262.538413,3266.234573,3217.462996,3522.110717,3503.575422,3687.720382,3684.142723,3717.830121,3780.546651,3784.771842,3877.176357,4012.404587,3995.412888,4086.114078,4068.076415,4227.098943,4498.486643,4480.751904,4579.074215,4690.395874,4801.949129,4988.613457,5122.723955,5280.99471,5768.629785,5931.367586,6065.293465,6463.831699,6679.62326,6944.34026,7117.724364,7239.774692,7331.123837,7213.791267,6876.003008,6968.938272,7075.663443,7096.7344,6481.776993,6992.249093,6826.420655,6842.304504,7042.35405,7103.702595,7107.172717,7268.522198,7336.071199,7331.528434,7429.455877,7319.007536,6670.588311,5616.418804,5812.302012,5773.044512,5910.998347,6311.012684,6533,6679.102665,6721.25543,7108.360679,7035.452964,7155.411928
Egypt,748.7862326,,,,,,,,,,,,,,,,,,,,748.7476475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.699995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.434734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.397308,1426.12355,1418.822445,1409.748543,1401.630012,1394.396633,1426.57148,1458.915272,1492.53324,1527.26507,1562.959236,1625.088865,1693.335853,1766.076351,1838.784687,1912.855486,1879.126168,1814.880728,1806.233441,1893.553435,1977.007569,2022.673347,2024.008147,2040.463053,2075.402092,2239.764339,2532.416549,2785.493582,2906.838458,3042.233219,3262.089768,3272.019459,3503.729636,3660.225882,3767.064269,3895.173354,3878.425762,3885.46071,3956.622473,3984.039481,3976.219376,3753.331542,3794.755195,3774.470454,3841.786743,3935.118721,4043.09482,4173.181797,4316.709553,4482.93753,4629.459003,4697.571371,4754.604414,4814.390355,4919.695457,5049,5296.187368,5494.335078,5763.032468,5914.092199,6096.57905
El Salvador,804.3069882,,,,,,,,,,,,,,,,,,,,804.3069882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.111633,1808.244851,1868.574776,1916.16157,2000.99346,1820.158263,2102.978497,1821.222978,2074.464688,2047.829616,2055.705437,1817.380946,1619.03006,1813.791411,1848.384529,2008.05903,1937.734249,2094.708029,1922.38676,2036.557143,2185.333496,2112.353749,2253.763435,2428.972629,2264.246056,2145.52627,2154.672349,2679.653359,3357.892443,2999.554245,2928.377832,2911.202079,3048.3029,3178.362183,3126.400971,3195.050065,3346.593952,3421.523218,3392.037558,3437.781199,3468.953149,3478.672177,3776.803627,3817.203323,4047.704772,4132.170158,4271.860621,4358.595393,4345.968225,4339.024791,4301.249437,4370.835014,4520.246008,4607.168923,4791.288673,4924.5744,4980.981286,5138.922374,5339.793335,5124.05418,4629.77302,4299.25524,4098.344175,4083.365191,4113.80013,4140.587638,4109.363537,4140.442097,4142.568186,4114.221069,4167.26722,4213.309853,4444.2317,4645.220892,4836.254659,5042.311631,5037.559385,5154.825496,5248.874105,5325.561242,5341.273234,5332.227204,5351.568666,5350.197626,5349.692741,5403,5592.239147,5794.2311,5894.668506,5646.852055,5649.971302
Equatorial Guinea,379.13,,,,,,,,,,,,,,,,,,,,379.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.7677624,368.4504117,375.6431231,385.5688743,401.0599042,407.3382223,418.3435369,426.0964081,433.5200437,451.5639681,490.5234665,529.9937166,582.8419714,661.4160058,752.2870542,844.8722379,869.1795647,915.5960025,935.8254628,896.3910274,860.3631495,779.607161,672.4122571,700.1448275,741.5388834,850.5032,954.1675137,958.5668124,1033.53865,1012.782909,970.4608124,935.9186534,927.8253427,917.0842836,1103.641196,920.9068628,936.0546989,966.8968149,1010.404744,1025.239516,1027.706386,1048.474222,1132.055034,1172.914168,1201.486762,1337.98205,1684.678017,2814.480755,3349.458695,4623.257066,5240.452893,7192.381127,7703.4959,8913.55963,11487.2859,11999,11807.73282,13934.24815,14988.8511,15342.19521,14787.87849
Eritrea,583.95,,,,,,,,,,,,,,,,,,,,583.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.6243826,325.2838876,328.9405571,342.0659166,336.192418,348.0343498,353.143036,344.1618859,348.97859,351.7554767,362.8203915,373.2634774,380.9958433,422.9377912,434.8703467,451.1699641,459.1286091,468.7949699,466.8707813,473.9354522,490.3814538,500.2659193,514.3242082,519.4614793,513.7573049,502.68301,503.6420757,505.7538077,491.8823287,517.1048204,534.4297197,531.0366919,524.8758493,536.4819828,513.9362385,472.3592243,491.5491528,521.1341333,512.6255579,501.9336411,476.6234731,526.145414,582.8585102,658.7097638,794.9836871,806.5114913,866.1033909,913.47079,905.285312,877.6066304,741.5657451,775.2281676,765.3500015,713.581696,694.3557732,685,636.3247599,624.2956506,545.78972,548.3660744,543.4433963
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,906.3918669,,,,,,,,,,,,,,,,,,,,925.4793077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.962766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4042.44796,,,,,,,,,,,,,,,,,,,,,,,8313.114403,,,,,,,,,,,,,,,,,10389.81937,9409.44704,8245.731835,7733.482692,7733.631213,8199.116863,8680.183712,9689.843315,10283.78692,10356.41525,11244.48624,12050.17139,13011.43876,13770.18991,15014.21701,16654,18350.50513,19705.76169,18993.58535,16349.13461,16948.06959
Ethiopia,619.21,,,,,,,,,,,,,,,,,,,,619.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0915556,358.1204785,362.1462796,376.5966111,370.1301976,383.1675426,388.7919379,378.9041632,384.2071015,387.2643079,399.446198,410.9434873,419.4564161,465.6322982,478.7694151,496.714438,505.4764881,516.1186438,514.0002132,521.7780449,539.884229,550.7665065,566.2439442,571.89981,565.6198136,553.4275963,554.4834774,556.8083834,541.5366135,569.3052522,588.3790566,584.6435112,577.8607471,590.6384905,565.81681,520.0427007,541.1698043,573.7413142,564.3738195,552.6025806,524.7374147,489.8329663,421.3534653,462.3565319,460.1413239,471.4136567,512.7868613,515.8894013,481.4637689,496.8679755,512.3615069,537.4165705,530.0535319,498.4184945,549.6046141,591,642.2700898,699.6083468,757.8780215,812.1645564,856.639483
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39495.73668,,,,,
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26101.58083,,,,,
Fiji,472.1176084,,,,,,,,,,,,,,,,,,,,472.1176084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.2633293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.450326,2037.500103,2039.393277,2096.896279,2130.131128,2013.006466,1960.746928,2170.073285,2290.592972,2300.619267,2538.955129,2657.581101,2797.759484,3059.316869,3076.71123,3033.461522,3059.191835,3182.5696,3183.860291,3504.118773,3374.556759,3502.68149,3209.257468,3005.773877,3189.483499,2995.25011,3197.958475,2974.850227,3000.081918,3217.637734,,,3410.28604,3451.924019,3579.652382,3625.411115,3760.190617,3643.629208,3660.50296,3952.0587,3856.316679,3905.925202,4004.481972,4019.1408,4205.95635,4209,4249.35129,4192.432625,4153.290602,4016.197113,3990.410614
Finland,1037.687706,,,,,,,,,,,,,,,,,,,,1073.402703,1078.922791,1084.471268,1090.048277,1095.653968,1101.288486,1106.95198,1112.644599,1118.366493,1124.117813,1129.898709,1135.709335,1141.549842,1147.420384,1153.321117,1159.252194,1165.213773,1171.20601,1177.229062,1183.283089,1189.368249,1195.484703,1201.632611,1207.812136,1214.023439,1220.266685,1226.542037,1232.849661,1239.189723,1245.562389,1251.967827,1258.441629,1264.948907,1271.489833,1278.064581,1284.673327,1291.316246,1297.993515,1304.705312,1311.451814,1318.233202,1316.394657,1231.82759,1316.155306,1331.168786,1307.646735,1316.863946,1217.499871,1379.021879,1513.877353,1566.352928,1548.703948,1573.708198,1640.179977,1654.917065,1664.626647,1730.676407,1664.647912,1611.825327,1604.455435,1587.169056,1525.639962,1653.221018,1690.221258,1675.838261,1692.174511,1753.022513,1753.071451,1789.836151,1823.23393,1898.072226,1855.947458,1759.047177,1842.906105,1923.336543,2051.11769,2157.693692,2232.258456,2292.73548,2208.611917,2293.123863,2248.728346,2187.053544,2316.912997,2379.031452,2393.925375,2466.086461,2521.28093,2513.653147,2589.746207,2620.181448,2665.102667,2779.546156,2900.860773,2749.605541,2586.137609,2601.749796,2172.740076,1882.626152,2279.035162,2536.456921,2589.95164,2828.491075,3005.49034,3056.678311,3199.821518,3287.251258,3514.44795,3720.76652,3733.936477,3663.590345,3546.717896,3504.340843,3713.082867,4107.157856,4250.488682,4506.279777,4729.483883,4933.254929,4683.467263,4426.070299,4565.976014,4572.796288,5080.701336,5064.008187,4740.941294,5061.825223,5108.352678,5438.684605,5694.40507,5845.626316,6282.553916,6424.519071,6393.115429,6874.027206,7142.394529,7277.784158,7545.415386,7523.807653,7907.517148,8562.873298,9150.501094,9371.842561,9612.397646,10042.2193,10540.93525,10753.82335,10921.63626,11122.84283,12201.15061,13162.24522,13420.39361,14358.8759,15235.13292,15614.72342,15724.68289,15610.74835,15605.42283,15886.30722,16948.21601,17796.77274,18051.16806,18533.15761,18920.89628,19387.97098,19958.81374,20367.54884,21141.01223,22110.8847,23289.79916,23180.78249,21581.74989,20647.16499,20294.8084,21005.54254,21650.14541,22402.49628,23723.9502,25004.32237,25915.26438,27171.96611,27825.5291,28204.59057,28650.02742,29651.4045,30469,31683.6781,33102.60554,33339.32345,30602.73125,31405.97773
France,1388.320685,,,,,,,,,,,,,,,,,,,,1508.167171,1605.152945,1488.904077,1484.462227,1450.729561,1461.260739,1507.238547,1517.774847,1424.549033,1505.30685,1478.205027,1468.176874,1575.777731,1575.207202,1556.854065,1638.987393,1670.867629,1691.883797,1728.947089,1702.640285,1833.292369,1782.246998,1748.420476,1814.963369,1869.7864,1937.812583,2061.01456,2247.783893,1754.958418,1751.732015,1840.714736,1810.272478,2049.404539,2279.878972,2558.733024,2699.623114,2804.188957,2709.43455,2530.472993,2537.443975,2704.030965,2763.285067,2864.795811,2947.49079,3001.40968,2952.317534,3078.837648,3035.74672,3248.746357,3053.017017,2952.123871,3094.699163,3265.237393,3226.916934,3368.092582,3305.810876,3271.133712,3263.775193,3086.789302,3061.220788,3251.846022,3467.156163,3592.006032,3442.584832,3268.751783,3178.760994,3144.179913,3176.372444,3256.960496,3273.560416,3400.858655,3444.97,3524.928191,3398.779461,3737.14524,3668.191818,3791.596823,3688.840957,3914.427276,4060.440653,4120.19673,3923.773085,3882.537953,4018.385943,4104.523824,4215.498219,4163.402698,4506.346327,4497.653408,4648.427549,4431.66992,4874.606591,5269.949511,5216.056205,4366.679178,3838.352465,4391.909724,4343.650437,3715.956748,4091.013549,4363.660046,4138.92642,4952.533376,5174.879061,5731.073806,5758.312663,5943.225439,5809.190967,6139.652916,6647.678156,6404.853506,6109.100805,5562.21314,5715.581773,5506.136454,5360.764759,5427.124427,5543.156904,5395.346334,5609.138983,4419.431893,4268.290056,4290.230117,4272.409957,3266.227581,4011.649068,5348.066389,5625.064825,6298.457663,6625.975178,7104.007325,7436.279596,7550.908677,7692.442081,8019.092346,8399.73839,8786.307885,9242.424875,9434.978021,9619.511332,10244.42072,10686.66312,11191.28607,11579.28713,12197.96542,12650.59193,13187.0502,13683.80676,14146.1486,15000.57485,15703.71339,16284.71702,16840.55416,17597.07666,18004.49827,17848.24782,18509.57735,18996.91337,19524.40587,20102.02299,20334.46855,20488.67592,20933.52915,21265.16447,21488.64585,21805.96213,22218.56402,22608.9048,23523.51307,24186.10317,24676.73365,24847.92991,25140.91756,24731.22336,25117.84711,25556.85006,25717.19837,26170.74527,26957.91867,27689.4593,28636.15436,28983.72202,29043.35181,29048.87772,29505.88006,29644,30161.01142,30666.75991,30598.36825,29774.85497,30062.19739
French Guiana,819.2690744,,,,,,,,,,,,,,,,,,,,819.2690744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.592381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612.056795,,,,,,,,,,,,,,,,,,,,,,,7212.763005,,,,,,,,,,,,,,,,,7210.633386,,,,,,,,,,,8495.628422,8869.848746,8344.721429,7910.71872,8202.738262,,,,,
French Polynesia,809.3444716,,,,,,,,,,,,,,,,,,,,809.3444716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.165707,,,,,,,,,,,,,,,,,,,,,,,,,3809.105925,,,,,,,,,,,,6931.994766,,,,,,,,,,,,,,,14652.17835,15501.46369,14244.02282,15788.21439,14827.4797,14559.83071,15778.50851,14567.15624,15221.11457,17414.37634,16058.05824,16850.76652,16682.10682,17781.65254,17930.5366,17487.1002,18420.34715,19673.48757,20154.29281,20668.01533,21218.41736,22429.06134,23454.40806,23470.77449,23644.35606,23649.59366,24294.35975,24021.20192,23573.73512,23307.75036,22982.73174,22624.67643,22634.06126,23607.70146,24121.44857,24659.00561,24575.06049,25224.32969,25627.58377,25652.8087,26016.10947,26151.75724,26379.10277,26733.87704,,
Gabon,377.54,,,,,,,,,,,,,,,,,,,,377.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041.338091,4166.217029,4293.476475,4422.183364,4556.145052,4694.675741,4833.631106,4976.198099,5121.53658,5268.770515,5440.071569,6209.466268,6631.459222,6988.932443,7256.213394,7803.242688,8093.554906,8358.761987,8486.706601,9060.22066,9691.638496,10478.0332,11401.94841,12250.83886,16647.42662,19327.89455,25536.94862,21745.57328,16084.68751,15732.20844,15696.83232,16042.75505,15113.36194,15510.02545,16193.6743,15349.56377,14768.65742,11864.40844,12980.2906,13663.20063,13944.56166,14364.3786,13522.15752,13664.83328,13792.02824,14105.83851,14258.11757,14722.84188,14894.74416,13276.44987,12764.052,12787.08893,12521.71392,12610.07261,12568.45916,12742,12577.37407,12920.69867,13075.40354,12704.99399,13235.65953
Gambia,440.86,,,,,,,,,,,,,,,,,,,,440.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.411137,481.7884728,485.2306591,491.8493556,506.8714231,509.7646542,515.4573403,520.9267111,520.7869845,535.4297652,554.1752343,626.0894132,599.650276,584.9135595,604.6269347,649.5203834,733.4587701,734.7829124,721.3352147,773.5636168,674.9260176,728.4544169,756.0868363,765.5715707,888.1363605,806.0197388,870.7571226,884.7552507,812.36833,914.3246874,797.7098589,765.8222014,835.8096108,711.323522,668.9251712,591.6214985,601.558093,611.6588611,651.850951,671.7965845,673.8783293,662.6937997,665.6244126,679.3792141,678.6722264,631.151759,645.8690104,653.7301704,653.6383444,672.4959939,687.1499679,703.9642109,660.5855997,683.5413566,710.9342748,726,753.9238086,781.1475162,807.9248928,823.3391925,841.6053155
Georgia,571.1990988,,,,,,,,,,,,,,,,,,,,583.2278133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.058524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2711.39048,2881.801768,3029.799086,3134.35871,3254.080441,3613.630466,3670.066155,3741.226071,3950.024529,4263.519816,4544.097066,4788.274937,5086.053989,5430.055975,5792.374781,6014.446523,6283.624678,6359.829881,6579.717407,6876.80125,7150.613423,6499.972811,6514.539988,6816.096708,6297.58826,5375.310102,4278.334902,2393.030934,1724.674711,1576.713111,1647.821494,1861.568555,2085.641338,2176.228993,2264.092687,2332.222954,2472.714893,2637.562323,2961.184099,3167.154515,3505,3764.395019,4235.189902,4345.664578,4168.699138,4431.221451
