Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Cape Verde,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,,,,,,,,,,,,,,,47.323,47.628,48.222,48.785,49.317,49.818,50.291,50.738,51.162,51.574,51.982,52.396,52.825,53.275,53.746,54.23,54.714,55.184,55.634,56.064,56.477,56.884,57.297,57.727,58.181,58.665,59.184,59.733,60.304,60.886,61.468,62.033,62.572,63.077,63.544,63.977,64.384,64.777,65.166,65.552,65.932,66.3,66.649,66.975,67.279,67.567,67.844,68.118,68.396,68.681,68.976,69.281,69.591,69.902,70.213,70.52,70.822,71.115,71.401,71.676
Central African Republic,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,32.611,32.819,33.234,33.646,34.056,34.464,34.869,35.273,35.675,36.079,36.485,36.898,37.322,37.763,38.228,38.73,39.282,39.887,40.542,41.24,41.971,42.722,43.476,44.214,44.924,45.599,46.239,46.847,47.42,47.95,48.421,48.819,49.136,49.369,49.52,49.596,49.609,49.575,49.507,49.412,49.291,49.136,48.942,48.707,48.436,48.131,47.791,47.429,47.062,46.711,46.405,46.17,46.022,45.97,46.016,46.16,46.389,46.678,47.005,47.352
Chad,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,,,,,37.388,37.563,37.914,38.267,38.622,38.979,39.338,39.698,40.061,40.425,40.791,41.158,41.528,41.899,42.272,42.649,43.033,43.422,43.816,44.213,44.605,44.984,45.348,45.694,46.027,46.356,46.694,47.051,47.433,47.837,48.262,48.701,49.14,49.563,49.957,50.309,50.608,50.851,51.035,51.156,51.212,51.204,51.139,51.027,50.875,50.684,50.452,50.184,49.892,49.591,49.299,49.033,48.806,48.63,48.517,48.476,48.509,48.608,48.763,48.968
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.376,70.424,70.519,70.614,70.708,70.802,70.896,70.989,71.082,71.175,71.268,71.361,71.454,71.548,71.641,71.735,71.827,71.918,72.009,72.099,72.191,72.283,72.379,72.479,72.588,72.708,72.841,72.991,73.158,73.341,73.543,73.762,73.996,74.242,74.496,74.76,75.031,75.31,75.592,75.872,76.143,76.397,76.631,76.843,77.032,77.203,77.36,77.511,77.662,77.816,77.973,78.133,78.291,78.445,78.594,78.739,78.881,79.02,79.157,79.294
Chile,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,30.5,,,,,31.9,,,,,32.2,,,,,31.6,,,,,37,,,,,38.7,,,,,39.1,,,,,44,,,,,47.9,,,54.336,54.445,54.669,54.909,55.162,55.431,55.715,56.015,56.332,56.67,57.031,57.418,57.834,58.28,58.756,59.258,59.782,60.321,60.874,61.441,62.024,62.631,63.266,63.931,64.622,65.339,66.081,66.839,67.6,68.35,69.07,69.742,70.357,70.91,71.401,71.833,72.218,72.571,72.909,73.238,73.56,73.871,74.56,74.64,75.12,75.04,75.36,75.93,76.05,76.25,77.01,76.86,77.42,77.48,77.53,77.93,78.337,78.452,78.561,78.672
China,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,26,,,,,,,,31,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,32,,,,34,,35,,,,,,37,,,,,,,41,39.247,39.636,40.405,44.55952,46.4656,48.02216,50.44528,50.54896,50.1584,38.40448,31.63176,34.10448,44.50136,51.89912,53.32072,55.6468,56.8032,58.38112,59.4052,60.9652,62.6508,63.73736,63.11888,62.7808,62.4996,62.69888,62.43736,63.96736,64.24432,65.08536,66.12216,66.44976,66.368,66.541,66.712,66.89,67.084,67.294,67.522,67.771,68.042,68.332,68.638,68.952,69.274,69.601,69.935,70.275,70.618,70.957,71.286,71.593,71.874,72.127,72.353,72.555,72.741,72.919,73.099,73.283
Colombia,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,31.99,,,,,,,,,,,,32,,,,,,,,36.6012,,,,,,41.8544,,,,,,48.365,48.968,50.135,51.223,52.232,53.162,54.015,54.792,55.496,56.135,56.715,57.246,57.738,58.2,58.64,59.063,59.464,59.841,60.197,60.537,60.872,61.21,61.558,61.925,62.318,62.749,63.23,63.757,64.319,64.9,65.478,66.026,66.52,66.947,67.299,67.574,67.776,67.928,68.053,68.169,68.295,68.45,68.638,68.864,69.129,69.426,69.747,70.073,70.392,70.697,70.984,71.253,71.511,71.762,72.008,72.25,72.489,72.724,72.957,73.185
Comoros,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,,,,,40.1,40.249,40.553,40.872,41.204,41.55,41.91,42.281,42.663,43.054,43.449,43.847,44.244,44.641,45.037,45.44,45.858,46.295,46.754,47.23,47.717,48.205,48.681,49.14,49.578,49.995,50.395,50.787,51.177,51.569,51.961,52.349,52.731,53.109,53.491,53.888,54.315,54.783,55.294,55.846,56.43,57.036,57.644,58.242,58.82,59.373,59.9,60.407,60.899,61.378,61.846,62.305,62.757,63.203,63.644,64.08,64.513,64.939,65.359,65.771
Congo. Dem. Rep.,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,38.463,38.632,38.964,39.288,39.602,39.906,40.201,40.487,40.762,41.027,41.281,41.525,41.76,41.988,42.213,42.443,42.687,42.949,43.229,43.524,43.825,44.117,44.39,44.64,44.867,45.086,45.316,45.571,45.856,46.168,46.49,46.801,47.075,47.298,47.462,47.574,47.652,47.712,47.763,47.799,47.786,47.677,47.453,47.121,46.71,46.294,45.963,45.787,45.8,46.001,46.344,46.749,47.125,47.404,47.569,47.629,47.627,47.627,47.681,47.806
Congo. Rep.,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,,,,,41.212,41.618,42.422,43.208,43.978,44.73,45.465,46.183,46.885,47.57,48.24,48.895,49.538,50.169,50.79,51.405,52.015,52.622,53.224,53.823,54.419,55.014,55.605,56.187,56.755,57.305,57.834,58.337,58.804,59.227,59.597,59.907,60.152,60.327,60.425,60.441,60.37,60.213,59.976,59.659,59.256,58.755,58.164,57.502,56.798,56.089,55.413,54.803,54.284,53.873,53.578,53.391,53.286,53.24,53.241,53.28,53.352,53.456,53.589,53.748
Costa Rica,30.2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2147,,,,,,,,,,,,,,30.2,,,,,,,,,,,34.7,,,,,,,,,,35.1,,,,,,,,,,35.1,,,,,,,,,,42.2,,,,,,,,,,46.9,,,,,,,,,,56.106,56.394,56.97,57.548,58.127,58.707,59.288,59.87,60.451,61.031,61.606,62.176,62.738,63.291,63.833,64.361,64.874,65.374,65.863,66.348,66.835,67.336,67.855,68.396,68.958,69.543,70.15,70.771,71.391,71.996,72.563,73.069,73.502,73.863,74.153,74.388,74.592,74.789,75.001,75.236,75.495,75.772,76.049,76.313,76.56,76.789,76.999,77.197,77.385,77.566,77.738,77.902,78.058,78.206,78.346,78.481,78.61,78.736,78.858,78.978
Cote d'Ivoire,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,36.643,36.798,37.125,37.482,37.871,38.29,38.738,39.21,39.703,40.206,40.71,41.206,41.689,42.162,42.638,43.144,43.717,44.381,45.15,46.021,46.991,48.048,49.156,50.271,51.359,52.375,53.284,54.071,54.73,55.258,55.663,55.963,56.195,56.387,56.557,56.716,56.872,57.016,57.138,57.236,57.297,57.309,57.263,57.159,57,56.789,56.528,56.236,55.939,55.664,55.445,55.318,55.3,55.397,55.613,55.939,56.358,56.835,57.341,57.856
Croatia,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.501,59.952,60.831,61.661,62.444,63.179,63.865,64.503,65.092,65.632,66.123,66.566,66.961,67.314,67.63,67.915,68.176,68.417,68.646,68.867,69.088,69.317,69.551,69.786,70.014,70.221,70.384,70.495,70.552,70.563,70.548,70.536,70.551,70.614,70.732,70.899,71.101,71.314,71.525,71.733,71.949,72.197,72.489,72.829,73.207,73.596,73.961,74.274,74.517,74.69,74.809,74.901,75.002,75.136,75.313,75.53,75.775,76.027,76.266,76.487
Cuba,32.2,,,,32.7,,,,,33.5,,,,,34.2,,,,,34.7,,,,,36.4,,,,,35.6,,,,,36.3,,,,,36.6,,,,,36,,,,,36.2,,,,,36.5,,,,,36.6,,,,,34.8,,,,,29.6,,,,,29.9,,,,,35.8,,,,,41,,,,,43.7,,,,,22.9,,,,,18.9,33.11248,,,,,34.15824,,,,,35.21936,,,,,36.29048,,,,,37.38208,,,,,38.76016,,,,,41.49528,,,,,44.57152,,,,,47.4716,,,,,50.93096,,,,,58.314,58.605,59.188,59.772,60.355,60.938,61.523,62.109,62.698,63.292,63.894,64.506,65.129,65.76,66.395,67.027,67.646,68.245,68.818,69.362,69.878,70.372,70.849,71.312,71.76,72.188,72.59,72.958,73.288,73.577,73.823,74.028,74.194,74.33,74.438,74.519,74.572,74.599,74.61,74.616,74.638,74.695,74.799,74.954,75.16,75.405,75.671,75.937,76.188,76.421,76.64,76.861,77.098,77.359,77.64,77.928,78.206,78.457,78.668,78.836
Cyprus,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.512,,,,,,,,,,45,,,,,,,,,,47.464,,,,,,,,,,48.464,,,,,,,,,,,,48.464,,,,,,53.464,,,,,,,66.553,66.662,66.88,67.099,67.318,67.538,67.759,67.98,68.201,68.423,68.645,68.867,69.088,69.309,69.53,69.746,69.954,70.153,70.348,70.547,70.767,71.027,71.337,71.698,72.105,72.541,72.983,73.408,73.796,74.139,74.436,74.695,74.933,75.162,75.388,75.609,75.822,76.022,76.208,76.381,76.546,76.708,76.873,77.045,77.228,77.424,77.634,77.856,78.084,78.313,78.537,78.748,78.942,79.115,79.268,79.401,79.519,79.629,79.737,79.845
Czech Republic,34.9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9544,,,,,,,,,,,,,,,,,,,35,,,,,,40.26616,,,,,,,,,,44.3128,,,,,,,,,,,,,,,,,,,,55.5544,,,,,,,58.452,,,,,,,,,,,,,64.43,65.25,66.87,67.56,68.05,68.97,69.37,69.03,69.94,69.92,70.46,70.64,69.9,70.42,70.58,70.27,70.49,70.38,69.94,69.44,69.53,69.77,70.29,70.13,70.21,70.55,70.66,70.71,70.78,70.89,70.42,70.86,70.96,70.73,70.99,71.2,71.13,71.58,71.78,71.83,71.49,72.03,72.4,72.92,73.13,73.26,73.9,74.01,74.62,74.81,75.05,75.38,75.51,75.46,76.01,76.22,76.78,76.99,77.26,76.754
Denmark,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.35,39.92,41.5,43.11,41.86,41.06,42.64,42.49,43.85,44,43.35,40.43,40.47,40.73,39.5,43.5,44.57,43.08,38.6,44.74,46.18,46.78,42.49,40.04,44.42,45.11,47.65,47.62,47.58,40.2,39.85,42.95,44.97,45.66,46.13,46.06,46.15,47.53,47.58,46.11,44.51,45.88,47.41,47.6,46.29,44.86,48.37,46.77,48.56,48.6,49.69,49,48.71,46.71,47.83,47.3,46.83,47.49,47.14,49.42,50.93,52.99,51.86,53.15,50.71,51.95,52.66,54.74,54.81,55.81,54.41,56.6,56.13,54.96,57.44,58.09,57.01,58.09,58.93,58.53,58.46,56.97,57.31,56.25,57,57.55,61.78,60.65,61.22,61.19,61.96,61.71,61.24,61.93,62,62.31,61.89,62.74,63.66,64.15,62.92,63.5,63.98,64.99,65.83,66.27,66.02,67.16,67.46,66.41,66.09,67.24,68.54,70.12,70.15,70.33,70.93,70.78,71.15,71.35,71.92,72.05,71.81,72.24,72.22,72.21,72.47,72.35,72.44,72.52,72.4,72.48,72.96,73.17,73.26,73.38,73.44,73.47,73.71,73.84,74.11,73.78,74.69,74.45,74.27,74.16,74.29,74.63,74.5,74.65,74.52,74.69,74.8,74.89,74.92,74.92,75.29,75.33,75.25,75.51,75.36,75.74,76.11,76.51,76.66,76.9,77.06,77.18,77.78,77.58,78.32,78.32,78.44,78.408,78.565
Djibouti,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,33.764,34.03,34.558,35.078,35.59,36.095,36.593,37.083,37.567,38.046,38.522,38.995,39.468,39.941,40.415,40.89,41.365,41.839,42.31,42.776,43.238,43.694,44.145,44.59,45.03,45.465,45.897,46.327,46.753,47.173,47.583,47.976,48.35,48.702,49.035,49.348,49.648,49.939,50.227,50.518,50.818,51.136,51.469,51.814,52.162,52.498,52.802,53.061,53.271,53.437,53.572,53.695,53.831,53.997,54.204,54.456,54.751,55.077,55.421,55.78
Dominican Republic,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,44.302,44.715,45.535,46.346,47.146,47.936,48.716,49.485,50.243,50.991,51.728,52.453,53.167,53.866,54.552,55.225,55.887,56.536,57.171,57.787,58.375,58.925,59.432,59.896,60.322,60.72,61.101,61.479,61.868,62.275,62.704,63.158,63.628,64.11,64.599,65.098,65.605,66.12,66.635,67.145,67.636,68.098,68.523,68.909,69.255,69.567,69.855,70.131,70.404,70.676,70.945,71.206,71.452,71.676,71.879,72.061,72.224,72.374,72.516,72.656
Ecuador,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,,,,,,,,,,,47.266,47.522,48.05,48.607,49.192,49.805,50.444,51.104,51.779,52.456,53.12,53.757,54.352,54.895,55.385,55.826,56.228,56.61,56.989,57.377,57.78,58.202,58.64,59.094,59.568,60.064,60.588,61.139,61.714,62.31,62.923,63.551,64.186,64.82,65.449,66.064,66.66,67.238,67.796,68.333,68.85,69.35,69.836,70.311,70.777,71.235,71.686,72.129,72.559,72.971,73.356,73.704,74.009,74.27,74.49,74.674,74.832,74.976,75.116,75.258
Egypt. Arab Rep.,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,30.7,30.6,35.4,32.5,31,32.3,31.5,33.2,31.3,34.5,34.8,36,34.4,35.7,30.5,29.8,33.4,32.3,34.4,36.1,36.2,36.7,42.066,42.274,42.689,43.102,43.512,43.92,44.326,44.731,45.135,45.54,45.949,46.363,46.786,47.217,47.66,48.111,48.568,49.029,49.493,49.965,50.451,50.958,51.494,52.059,52.655,53.277,53.922,54.581,55.247,55.914,56.581,57.25,57.923,58.598,59.271,59.933,60.577,61.195,61.789,62.358,62.914,63.471,64.039,64.621,65.214,65.807,66.382,66.924,67.418,67.858,68.24,68.567,68.851,69.102,69.33,69.542,69.745,69.942,70.138,70.337
El Salvador,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,43.244,43.703,44.614,45.509,46.389,47.255,48.104,48.937,49.75,50.54,51.303,52.033,52.723,53.37,53.968,54.518,55.021,55.481,55.896,56.265,56.576,56.815,56.979,57.069,57.094,57.05,56.926,56.746,56.55,56.387,56.339,56.495,56.897,57.562,58.477,59.61,60.902,62.259,63.587,64.824,65.91,66.805,67.523,68.084,68.496,68.78,68.969,69.105,69.228,69.364,69.532,69.738,69.969,70.214,70.471,70.735,71,71.257,71.503,71.736
Equatorial Guinea,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,,,,,33.882,34.032,34.332,34.632,34.932,35.232,35.533,35.833,36.133,36.434,36.734,37.034,37.334,37.634,37.934,38.235,38.536,38.837,39.139,39.442,39.745,40.047,40.347,40.646,40.946,41.246,41.548,41.853,42.165,42.484,42.814,43.158,43.516,43.889,44.273,44.671,45.081,45.501,45.923,46.339,46.742,47.125,47.48,47.802,48.086,48.319,48.493,48.609,48.679,48.716,48.738,48.767,48.822,48.921,49.075,49.29,49.567,49.893,50.253,50.641
Eritrea,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,,,,,35.08,35.292,35.716,36.14,36.564,36.989,37.413,37.838,38.263,38.687,39.11,39.531,39.949,40.365,40.777,41.191,41.612,42.04,42.47,42.893,43.295,43.66,43.976,44.231,44.42,44.528,44.541,44.472,44.345,44.189,44.049,43.971,43.99,44.132,44.409,44.823,45.358,45.977,46.648,47.355,48.093,48.868,49.682,50.531,51.399,52.265,53.105,53.903,54.647,55.328,55.942,56.495,57.002,57.478,57.932,58.37,58.797,59.214,59.624,60.028
Estonia,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,43.1,,,,,,,,,,,,,,,,,,,,,,51.7,,,,,,,,,,,,,56.272,,,,,,,,,,,,,,,64.36,64.602,65.085,65.571,66.06,66.549,67.039,67.525,68.002,68.64,69.34,69.66,69.84,69.9,70.64,70.71,70.68,70.97,70.59,70.28,70.39,70.59,70.35,70.7,70.8,70.12,69.74,69.86,69.72,69.5,69.59,69.46,69.86,69.78,69.65,69.79,70.93,70.94,70.98,70.53,69.9,69.8,69.14,68.19,66.67,67.72,69.94,70.13,69.72,70.5,70.8,70.67,71.23,71.82,72.29,72.96,73.13,73.14,73.23,73.496
Ethiopia,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,,33.302,33.47,33.834,34.25,34.718,35.237,35.806,36.418,37.067,37.738,38.413,39.074,39.702,40.279,40.797,41.253,41.651,42.006,42.332,42.635,42.925,43.211,43.492,43.762,44.012,44.212,44.323,44.331,44.242,44.081,43.898,43.76,43.722,43.82,44.066,44.448,44.932,45.461,45.988,46.492,46.964,47.406,47.839,48.278,48.723,49.173,49.623,50.072,50.515,50.956,51.397,51.846,52.307,52.781,53.268,53.762,54.258,54.747,55.224,55.685
Fiji,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,51.572,51.799,52.248,52.687,53.116,53.536,53.946,54.348,54.743,55.134,55.524,55.916,56.312,56.715,57.126,57.544,57.965,58.386,58.805,59.22,59.631,60.038,60.443,60.848,61.253,61.658,62.063,62.469,62.874,63.279,63.689,64.111,64.546,64.984,65.414,65.812,66.151,66.415,66.596,66.696,66.727,66.707,66.665,66.627,66.611,66.632,66.696,66.799,66.933,67.095,67.281,67.484,67.695,67.906,68.112,68.31,68.5,68.684,68.867,69.047
Finland,31.8,,,,,31.7664,,,,,,,,,,35.7688,,,,,,,,,,38.3568,,,,,,,,,,34.6104,,,,,,,,,,40.4008,,,,,,,,,,35.0592,,,,,,,,,,32.0664,,,,,,,,,,41.5688,,,39.17,44.95,39.67,37.65,40.46,42.79,42.87,41.3,40.92,45.6,45.16,44.93,44.61,42.57,39.73,43.34,45.22,47.64,46.56,48.16,48.07,44.4,41.8,42.87,46.23,46.64,47.21,46.04,47.07,46.98,46.15,48.67,48.53,48.73,49.13,49.05,49.73,49.54,48.03,46.49,32.71,43.07,47.55,52.41,51.92,52.52,50.22,53.42,53.83,51.86,53.71,51.28,54.47,54.88,55.79,55.45,56.04,57.36,56.16,57.1,57.2,54.67,46.65,46.5,53.9,56.27,48,57.19,60.27,60.53,61.99,61.88,64.24,65.67,66.55,66.61,67.57,67.37,67.99,67.49,68.63,68.81,69.01,69.04,68.75,69.16,69.37,69.13,69.65,69.83,69.79,69.67,70.36,70.18,70.87,71.38,71.3,71.85,72,72.52,73.08,73.37,73.66,73.98,74.55,74.46,74.77,74.44,74.8,74.83,74.79,75.01,75.04,75.45,75.7,75.94,76.64,76.66,76.94,77.13,77.34,77.53,77.76,78.23,78.37,78.63,78.96,79.09,79.49,79.53,79.699,79.903
France,32.4,,,,,,35,34.2,34.5,35,37.4,36.1,31.7,31.2,30.1,36.5,40.04,39.18,38.53,37.25,39.21,39.83,38.3,39.97,39.14,38.53,37.76,39.35,37.53,39.36,39.56,39.65,35.81,38.83,35.01,39.48,41.95,39.38,39.33,40.91,40.37,40.68,40.01,40.75,42.29,43.58,40.67,40.41,40.29,35.91,43.28,41.77,41.32,42.52,36.13,37.54,40.18,39.59,39.67,35.26,43.33,40.45,42.7,41.73,42.01,40.16,41.83,42.33,40.23,41.14,36.41,29.59,42.64,41.75,44.3,43.17,43.55,44.33,43.36,43.99,42.73,43.55,43.16,43.28,42.52,43.97,43.17,43.75,44.15,45.56,43.36,44.11,43.57,43.6,45.53,45.2,47.56,47.93,45.99,45.23,45.08,47.01,48.01,48.43,48.08,48.36,47.74,48.28,49.3,50.01,51.37,48.17,51.62,51.35,37.85,35.63,39.51,42.6,34.34,47.52,51.6,52.69,54.92,54.65,55.27,54.39,54.03,55.8,55.44,54.27,56.87,56.93,57.26,57.7,58.36,58.32,58.81,59.17,58.97,59.62,49.45,57.67,57.44,53.33,47.19,54.96,62.38,63.98,65.83,64.92,66.39,66.12,67.41,67.34,68.21,68.47,68.5,68.93,70.16,70.19,70.4,70.98,70.51,70.36,71.32,71.15,71.56,71.55,71.54,71.27,72.16,72.13,72.38,72.54,72.89,72.98,73.22,73.83,73.95,74.26,74.35,74.51,74.89,74.87,75.37,75.47,75.75,76.34,76.57,76.69,76.98,77.17,77.46,77.5,77.94,78.06,78.27,78.62,78.79,78.92,79.23,79.41,79.57,79.57,80.5,80.47,80.88,81.14,81.254,81.47
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.211,52.478,53.012,53.547,54.082,54.62,55.164,55.719,56.295,56.908,57.577,58.316,59.135,60.027,60.969,61.915,62.813,63.615,64.29,64.823,65.209,65.459,65.617,65.731,65.835,65.971,66.179,66.471,66.849,67.312,67.841,68.405,68.965,69.489,69.961,70.377,70.74,71.072,71.39,71.7,72.009,72.32,72.632,72.943,73.25,73.549,73.833,74.097,74.337,74.553,74.747,74.921,75.082,75.235,75.385,75.536,75.689,75.845,76.003,76.164
