Dominican Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000,,,,,,,,,,,,,,,,,,,,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146000,,,,,,,,,,,,,,,,,,,,242000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515000,530000,546000,562000,578000,595000,613000,631000,649000,668000,688000,708000,729000,750000,767000,785000,803000,821000,840000,859000,879000,912000,946000,981000,1017000,1054000,1092000,1131000,1172000,1213000,1256000,1300000,1345000,1391000,1438000,1484000,1520000,1558000,1596000,1634000,1674000,1715000,1757000,1800000,1844000,1889000,1935000,1982000,2031000,2080000,2352968,2419125,2491346,2568919,2651127,2737257,2827784,2923186,3022747,3125752,3231488,3340557,3453434,3569217,3687001,3805881,3926395,4049146,4173328,4298133,4422755,4546974,4671329,4796148,4921761,5048499,5175585,5302800,5431308,5562270,5696855,5831508,5968349,6105286,6240883,6377765,6515757,6655297,6796121,6937802,7077651,7216352,7351181,7478116,7602302,7730224,7861694,7992357,8123244,8254350,8385828,8517874,8650322,8783013,8916069,9049595,9183984,9319622,9456632,,,12431822
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5773904,,,,,,,,,,,,,,,,,,,,5773904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9095203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15082861,,,,,,,,,,,,,,,,,,,,,,,15614000,,,,,,,,,,,,,,18388000,,,,,,,,,,,,,,,,,,,,,,,16890000,,,,,,,,,,,,,,,,,16111000,15910000,,,,,,,,,,,,,,,,,16384470,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816000,,,,,,,,,,,,,,,,,,,,1013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000,1420000,1441000,1462000,1483000,1505000,1527000,1549000,1571000,1594000,1617000,1641000,1665000,1689000,1703000,1717000,1731000,1746000,1760000,1774000,1790000,1805000,1820000,1835000,1850000,1865000,1881000,1896000,1912000,1928000,1944000,1995000,2050000,2095000,2140000,2196000,2249000,2298000,2355000,2412000,2466000,2541000,2575000,2641000,2712000,2781000,2853000,2936000,3017000,3104000,3369955,3458093,3548753,3642591,3740256,3842399,3948587,4058385,4172445,4291418,4415956,4546197,4681707,4822279,4967705,5117779,5272639,5432424,5596925,5765935,5939246,6116773,6298651,6485013,6675986,6871698,7072687,7278866,7489432,7703577,7920499,8141078,8365850,8593494,8825829,9061664,9301083,9545158,9794122,10048223,10318036,10526095,10748394,10979476,11208048,11438004,11673950,11911819,12139965,12347543,12505204,12701839,12921234,13074082,13212742,13363593,13547510,13755680,13927650,,,17945659
Egypt,,,5000000,,4500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4194000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7049000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21197691,21704443,22223309,22754580,23298551,23855527,24425817,25009741,25607624,26219800,26846610,27522861,28173309,28820665,29533070,30265148,30986381,31681188,32337877,32966239,33574026,34183988,34807417,35480414,36216313,36952499,37736990,38783863,40020461,41257718,42634215,44196104,45681811,47093025,48550155,50052381,51593433,52799062,54024248,55262806,56694413,58139197,59402198,60676980,61982513,63321615,64705041,66134291,67602461,69066721,70492342,71901545,73312559,74718797,76117421,77505756,78887007,80264543,81635832,,,109044043
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248000,,,,,,,,,,,,,,,,,,,,248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366000,,,,,,,,,,,,,,,,,,,,492000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766000,782000,799000,816000,834000,851000,869000,888000,907000,926000,946000,966000,987000,1008000,1030000,1052000,1074000,1098000,1121000,1145000,1170000,1190000,1220000,1240000,1270000,1300000,1330000,1350000,1390000,1410000,1440000,1460000,1470000,1490000,1510000,1530000,1550000,1570000,1590000,1610000,1630000,1650000,1680000,1690000,1720000,1740000,1760000,1780000,1810000,1840000,1939800,1989756,2042865,2099130,2158554,2221139,2286889,2355805,2427891,2503149,2581583,2664838,2747687,2836090,2923870,3017852,3128206,3232927,3347320,3469177,3603907,3710335,3790903,3878197,3971783,4071179,4174737,4282586,4396275,4508055,4566199,4515094,4474873,4521153,4587633,4664361,4751017,4842194,4930397,5015522,5099884,5185604,5274649,5369502,5466906,5568437,5674036,5783439,5895283,6008356,6122515,6237662,6353681,6470379,6587541,6704932,6822378,6939688,7057131,,,9723243
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80377,,,,,,,,,,,,,,,,,,,,80377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000,,,,,,,,,,,,167000,,,,,,,,,,171000,,,,,,,,211204,214064,216964,219902,222880,225899,229383,232922,236514,240163,243867,248028,249220,250419,251623,252833,256349,259864,263377,266898,270435,273999,277603,271301,249952,213292,190808,192675,194597,221299,256009,271778,285483,299577,314447,324741,332827,341244,349968,359008,368379,378008,387838,397863,408095,418534,429158,439971,450938,462037,473216,484425,495627,506800,517927,529034,540109,551201,562339,,,830066
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205010,,,,,,,,,,,,,,,,,,,,205010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402510,1420279,1438760,1457971,1477939,1498684,1520231,1542611,1565847,1589868,1614698,1640231,1666618,1693045,1718392,1746439,1773393,1820319,1857075,2007110,2160460,2208336,2260187,2340837,2380509,2421037,2469199,2512642,2537978,2556806,2568741,2592782,2637297,2693884,2759280,2789056,2837875,2915959,2978325,2989759,2996243,3310098,3668440,3743948,3815601,3858978,3926212,4058319,4183431,4317425,4356581,4360461,4414865,4470145,4554408,4669638,4786994,4906585,5028475,,,7874908
Eritrea and Ethiopia,,,2250000,,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21577072,21931687,22299701,22681589,23077851,23489007,23915607,24358225,24817457,25292318,25783370,26289080,26811990,27352724,27910749,28486709,29081191,29680616,30308330,30969390,31628964,32307998,33030559,33786014,34579876,35396905,36294034,37130441,37754295,38221073,38605198,39649026,40749053,41898385,42831710,43487134,44500074,45915489,47584614,49386315,51193511,53584960,55756999,57190199,58770464,60487061,62209971,63919620,65620416,67372393,69046633,70669297,72361662,74098224,75890979,77722924,79564975,81418472,83282565,,,123860323
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334136,,,,,,,,,,,,,,,,,,,,334136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095610,1111966,1130445,1140395,1148378,1154371,1162801,1174251,1185336,1197418,1210647,1224467,1238786,1254604,1272439,1287808,1300177,1311560,1324437,1342891,1363183,1381459,1397391,1410836,1422291,1432246,1442204,1453168,1463533,1472244,1482196,1493318,1504043,1514671,1526128,1538224,1550072,1562224,1569187,1570926,1569322,1559547,1528715,1491426,1467535,1446509,1427827,1413351,1400972,1389756,1379835,1369983,1360122,1350722,1341664,1332893,1324333,1315912,1307605,,,1091807
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948990,,,,,,,,,,,,,,,,,,,,2948990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20174562,20511408,20860941,21223618,21599912,21990323,22395376,22815614,23251610,23702450,24168672,24648849,25145372,25659679,26192357,26740270,27307798,27860297,28451255,28962280,29468504,30099662,30770372,31445177,32199367,32975868,33824835,34617799,35216317,35664267,36036457,37056244,38111756,39204501,40072430,40698078,41662199,42999530,44606289,46396556,48197268,50274862,52088559,53446251,54954863,56628083,58283759,59861301,61436985,63054968,64690052,66308836,67946797,69628079,71336571,73053286,74777981,76511887,78254090,,,115985415
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13537,,,,,,,,,,,,,,,,,,,,13537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31500,32100,32500,32600,32700,32600,32700,33100,33800,34500,34700,35000,35500,35900,35400,37000,37300,37500,38000,38400,38600,38682,38946,39481,40120,40826,41393,41860,42481,43045,43453,43858,44246,44571,45063,45574,46054,46683,47090,47279,47439,47571,47780,46085,44514,43523,43564,44040,44510,44913,45296,45661,46011,46345,46662,46962,47246,47511,47770,,,52358
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,,,,,2202,,,,,2145,,,,,2073,,,,,1994,,,,,1919,,,,,1858,,,,,1863,,,,,2003,,,,,2452,,,,,2898,,,,,2975,,,,,3064,
Fiji,,,,,118803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,,,,,,,137000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000,,,,,,,,,,121000,,,,,,,,,120000,120000,,,,,,,,,,140000,,,,,,,,,,157000,,,,,,,,,,,,,,,198000,,,,,,,,,,260000,,,,287348,295212,303594,312528,322045,332185,342987,354495,366755,379819,393348,407359,421869,436455,450647,463444,474000,485000,495000,506000,521000,533000,544000,556000,565000,576000,585000,599339,610845,622328,634506,646772,658906,671914,685572,698942,712989,719574,725994,732181,738090,743876,750242,757711,766268,775901,786603,797890,809292,820823,832494,844330,856346,868531,880874,893354,905949,918675,931545,,,1217339
Finland,,,400000,,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169000,1186000,1202000,1219000,1235000,1252000,1268000,1310000,1326000,1343000,1364000,1374000,1378000,1383000,1387000,1391000,1399000,1409000,1420000,1430000,1441000,1456000,1476000,1495000,1516000,1536000,1555000,1573000,1591000,1610000,1628000,1642000,1652000,1663000,1673000,1683000,1692000,1703000,1715000,1726000,1738000,1754000,1774000,1794000,1813000,1833000,1840000,1831000,1776000,1734000,1754000,1786000,1819000,1847000,1873000,1899000,1928000,1957000,1983000,2014000,2047000,2072000,2098000,2130000,2164000,2195000,2224000,2259000,2296000,2331000,2364000,2394000,2451000,2430000,2511000,2483000,2515000,2549000,2589000,2624000,2646000,2667000,2686000,2706000,2735000,2762000,2788000,2821000,2861000,2899000,2929000,2962000,2998000,3027000,3053000,3083000,3105000,3124000,3125000,3117000,3133000,3170000,3210000,3243000,3272000,3304000,3339000,3368000,3396000,3424000,3449000,3476000,3503000,3526000,3549000,3576000,3601000,3626000,3656000,3686000,3698000,3702000,3708000,3721000,3735000,3758000,3806000,3859000,3912000,3963000,4008900,4047300,4090500,4139400,4186900,4234900,4281700,4324000,4359800,4394700,4429600,4461004,4491443,4523309,4548544,4563732,4580869,4605744,4626469,4623785,4606307,4612124,4639657,4666081,4690574,4711439,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881788,4901783,4917386,4931729,4946633,4962441,4986431,5013786,5041039,5064846,5086044,5104654,5120310,5134406,5146983,5158097,5168595,5180309,5193039,5204405,5214512,5223442,5231372,5238460,5244749,,,5201445
France,,,18500000,,21471000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31250000,31460000,31685000,31905000,32127000,32350000,32538000,32727000,32917000,33108000,33300000,33439000,33598000,33718000,33859000,34000000,34178000,34357000,34537000,34718000,34900000,35059000,35218000,35378000,35539000,35700000,35829000,35959000,36089000,36219000,36350000,36479000,36609000,36739000,36869000,37000000,37060000,37120000,37180000,37240000,37300000,37390000,37520000,37710000,37860000,38020000,38080000,38230000,38330000,38890000,38440000,37731000,37679000,37887000,38044000,38221000,38398000,38576000,38763000,38909000,39045000,39191000,39337000,39472000,39629000,39733000,39858000,39889000,39920000,40004000,40014000,39983000,39993000,40014000,40056000,40098000,40192000,40348000,40473000,40546000,40598000,40640000,40713000,40786000,40859000,40890000,40942000,40942000,41046000,41109000,41224000,41307000,41359000,41463000,41476000,40481000,39884000,39288000,38542000,38700000,39000000,39240000,39420000,39880000,40310000,40610000,40870000,40940000,41050000,41230000,41610000,41860000,41860000,41890000,41950000,41940000,41910000,41930000,41960000,41900000,41000000,39600000,39400000,39000000,38900000,39700000,40290000,40680000,41110000,41480000,41828673,42155534,42459667,42751746,43056505,43427669,43843075,44310863,44788852,45239729,45670000,46189000,47124000,47808000,48340000,48763000,49194000,49569000,49934000,50353000,50787000,51285000,51732000,52157000,52503000,52758427,52953613,53165019,53380649,53605523,53869743,54147284,54433565,54649810,54946500,55171224,55387361,55630100,55873463,56416625,56735161,57055448,57374179,57658289,57906847,58149727,58388408,58623428,58866290,59116128,59381628,59658144,59925035,60180529,60424213,60656178,60876136,61083916,61279972,,,63185185
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9899,,,,,,,,,,,,,,,,,,,,9899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25516,26083,26664,27257,27863,28483,29145,29853,30609,31400,32243,33206,34424,35973,37893,40035,42172,43991,45383,46782,48291,49934,51609,53190,54687,56261,57871,59707,62287,64907,67762,70885,73999,78844,83757,88828,94003,99323,104745,110251,115930,121664,127452,133287,139166,145082,150933,156616,162127,167459,172605,177562,182333,186917,191309,195506,199509,203321,206941,,,272781
French Polynesia,,,,,56845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000,,,,,,,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,36000,,,,,40000,,,,,44000,,,,,,,,,,55000,,,,62100,63000,64500,66800,69200,71900,75200,76600,78100,79600,81100,82600,83471,87046,90793,94717,98562,102756,107309,108700,114000,121100,124000,127000,130100,133100,136300,138156,142083,146463,150896,155686,160416,165319,170279,175416,180644,185839,191173,196542,201826,207085,212174,217191,222078,226766,231305,235770,240230,244679,249110,253506,257847,262125,266339,270485,274578,278633,282645,,,357439
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158227,,,,,,,,,,,,,,,,,,,,158227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415767,418227,420702,423276,425951,428772,431741,434904,438310,442007,446003,450485,455661,461357,467592,474386,481519,489004,496853,503763,514597,525927,537977,560622,597096,647426,687695,706367,726252,722642,713502,730507,753874,778618,804827,832590,858970,880397,899193,918253,937493,959814,985739,1012516,1040151,1068383,1096999,1126189,1156362,1194780,1235484,1268125,1299304,1331419,1363116,1394307,1424906,1454867,1484149,,,2261732
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103274,,,,,,,,,,,,,,,,,,,,103274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271369,277682,284320,291302,298650,306390,314547,323150,332229,341818,351953,362673,374020,386040,398783,411947,425546,439593,454105,469095,484580,500576,517101,534171,551804,570020,588836,608274,628354,649096,670523,692658,715523,739143,763854,790282,818467,848406,880170,913762,949255,986512,1025384,1065906,1107563,1149787,1192548,1235767,1279410,1323467,1367884,1412663,1457766,1503179,1548956,1595086,1641564,1688359,1735464,,,2912055
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072178,,,,,,,,,,,,,,,,,,,,1072178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515602,3579417,3628347,3687436,3759860,3827154,3887496,3936823,3994787,4071078,4146570,4211113,4278649,4344220,4406832,4464959,4518103,4564785,4606979,4650335,4694491,4741628,4786475,4825850,4865233,4897656,4930036,4963464,4991045,5018606,5045697,5073148,5101213,5130925,5161724,5192957,5218973,5239970,5320248,5398106,5426207,5420156,5355289,5247618,5120809,5012952,4934572,4883476,4848495,4815667,4777209,4746164,4728357,4710921,4693892,4677401,4661473,4646003,4630841,,,4231259
Germany,,,16000000,,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24905000,25260000,25620000,25969000,26307000,26650000,26964000,27249000,27540000,27807000,28045000,28283000,28535000,28801000,29071000,29390000,29702000,30013000,30365000,30746000,31126000,31475000,31787000,32086000,32394000,32743000,33059000,33231000,33289000,33452000,33746000,34055000,34290000,34422000,34531000,34586000,34715000,34979000,35278000,35633000,36049000,36435000,36788000,37184000,37602000,37955000,38193000,38440000,38637000,38914000,39231000,39456000,39691000,40017000,40450000,40897000,41491000,42034000,42546000,43052000,43500000,43827000,44112000,44404000,44777000,45084000,45505000,46001000,46538000,47083000,47607000,48129000,48633000,49123000,49703000,50363000,51111000,51921000,52753000,53592000,54388000,55214000,56104000,56963000,57806000,58644000,59481000,60341000,61187000,62038000,62884000,63852000,64457000,65058000,66096000,66230000,66076000,65763000,65237000,60547000,60894000,61573000,61900000,62307000,62697000,63166000,63630000,64023000,64393000,64739000,65084000,65423000,65716000,66027000,66409000,66871000,67349000,67831000,68558000,69286000,69835000,70244000,70834000,70411000,69865000,67000000,64678000,66094000,67295000,67991000,68374572,68875884,69145952,69550236,69868115,70195612,70602518,71019069,71488167,72013853,72480869,73123148,73739117,74340260,74954262,75638851,76206173,76368453,76584401,77143888,77783164,78354709,78717088,78950220,78966137,78682325,78298957,78160773,78066074,78081292,78297904,78401830,78335266,78121655,77855422,77684907,77713485,77718298,78030572,78644914,79380394,79984244,80597764,81132272,81414164,81653702,81890667,82011073,82023672,82074778,82187909,82280551,82350671,82398326,82424609,82431390,82422299,82400996,82369548,,,79572500
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016034,,,,,,,,,,,,,,,,,,,,2016034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5297454,5436555,5581001,5731008,5886798,6048606,6216679,6391288,6572719,6761280,6958283,7153508,7355248,7563839,7781813,8009602,8245481,8490213,8744302,9009048,8788945,9065500,9354120,9649958,9905330,10118240,10333176,10538093,10720559,10878226,11015630,11176529,11400338,12150541,12829647,13224725,13776193,14168101,14568008,14975941,15399466,15837581,16278738,16784962,17274479,17669087,18041282,18418288,18819453,19232823,19657719,20093021,20550751,21019630,21483085,21946247,22409572,22873338,23336661,,,32640860
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9873,,,,,,,,,,,,,,,,,,,,9873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22974,23230,23332,23449,23566,23698,23833,23947,24074,24207,24342,24474,24767,25018,25376,25492,25649,25926,26097,26310,26485,27910,28873,29434,28871,29379,29696,28900,28980,29263,29233,29701,29282,28750,28194,27905,27969,28214,28556,28905,29017,28928,28209,28266,27606,27400,27274,27340,27422,27501,27578,27649,27714,27776,27833,27884,27928,27967,28002,,,27717
Greece,,,1500000,,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2312000,2333000,2355000,2376000,2398000,2420000,2443000,2465000,2488000,2511000,2534000,2557000,2581000,2605000,2629000,2653000,2677000,2702000,2727000,2752000,2777000,2803000,2829000,2855000,2881000,2908000,2934000,2961000,2989000,3016000,3044000,3072000,3100000,3129000,3158000,3187000,3216000,3246000,3273000,3306000,3336000,3367000,3398000,3430000,3461000,3493000,3525000,3558000,3591000,3621000,3657000,3694000,3732000,3770000,3809000,3848000,3887000,3927000,3967000,4008000,4049000,4090000,4132000,4174000,4217000,4260000,4303000,4347000,4392000,4437000,4482000,4528000,4574000,4621000,4668000,4716000,4764000,4813000,4862000,4912000,4962000,4997000,5032000,5067000,5102000,5138000,5174000,5210000,5246000,5283000,5320000,5355000,5390000,5425000,5463000,5502000,5541000,5580000,5620000,5660000,5700000,5837000,5890000,6010000,6000000,5958000,6042000,6127000,6205000,6275000,6351000,6440000,6516000,6591000,6688000,6793000,6886000,6973000,7061000,7156000,7280000,7362000,7339000,7297000,7284000,7322000,7418000,7529000,7749000,7856000,7566028,7646402,7733250,7817095,7893412,7965538,8031013,8096218,8173129,8258162,8327405,8398050,8448233,8479625,8510429,8550333,8613651,8716441,8740765,8772764,8792806,8831036,8888628,8929086,8962023,9046542,9167190,9308479,9429959,9548258,9642505,9729350,9786480,9840526,9887169,9923253,9951370,9974490,9982723,10030765,10129603,10250880,10325429,10382995,10429826,10457554,10479420,10502372,10520068,10536749,10559110,10581515,10603863,10625945,10647529,10668354,10688058,10706290,10722816,,,10583029
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9584,,,,,,,,,,,,,,,,,,,,9584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22300,22700,23100,25000,25700,26600,27700,28900,30100,31200,32498,33726,34906,36233,37891,39208,40851,42947,44716,45985,46431,47233,48258,49024,49485,49584,49692,49433,49243,49555,50208,51039,51669,52125,52644,53174,53665,54129,54892,55453,55678,55677,55659,55636,55585,55806,55925,56043,56157,56245,56309,56352,56376,56385,56384,56375,56361,56344,56326,,,56340
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29409,,,,,,,,,,,,,,,,,,,,29409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,,,,,,,,,,32000,,,,,,,,,,38000,,,,,,,,,,42000,,,,,,,,,,53000,,,,,,,,,,63000,,,,,,,,,,67000,,,,,,,,,,66000,,,,,,,,,,,,,,,,,,,,,,,,,72000,,,,75806,76969,78339,80254,82525,84621,85809,87086,88359,89239,90148,90865,91449,92076,92767,93290,93579,93879,94349,94867,95410,96034,96618,96857,96340,95819,95555,94280,92535,91354,90164,92354,92112,91899,91905,92203,92576,92719,92805,92825,92360,91837,91487,90904,90591,90603,90371,90005,89700,89470,89312,89227,89211,89258,89357,89502,89703,89971,90303,,,96302
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80726,,,,,,,,,,,,,,,,,,,,80726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208080,212927,218011,223303,229120,235385,242078,248602,255124,261974,268888,275714,282625,289527,295823,301565,306983,311603,315392,318493,320657,323709,326841,329477,331634,333418,334454,334846,335118,335616,336846,338693,340813,345275,349721,354125,358368,362691,367386,372445,377678,382946,388102,392897,397585,402359,407191,412050,416906,421729,426493,431170,435739,440189,444515,448713,452776,456698,460486,,,523493
Guam,,,,,12000,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9678,10000,,,,,,,,,12000,,,,,,,,,,14000,,,,,,,,,,19000,,,,,,,,,,22000,,,,,,,,,,59900,63400,63600,68700,67100,68700,69200,66500,66700,67800,66900,66400,69100,72000,72500,74100,79200,81400,83800,83700,86470,92287,96755,105550,101302,102110,102478,101167,101960,103941,106869,109166,109275,114080,117296,120615,122880,125724,127545,130947,134125,138159,142326,143825,143157,144190,145324,146799,149724,152590,155324,158330,161057,163593,166090,168564,171019,173456,175877,,,222166
